event_id,workflow_id,week,occurred_at,source_system,stage,attempt,status,reason,customer_impact
EVT-000293,W2-0073,2026-W24,2026-06-11T08:13:00Z,mobile,processing,1,success,,false
EVT-000294,W2-0074,2026-W24,2026-06-12T08:14:00Z,partner,processing,1,success,,false
EVT-000295,W2-0075,2026-W24,2026-06-13T08:15:00Z,web,processing,1,success,,false
EVT-000296,W2-0076,2026-W24,2026-06-14T08:16:00Z,mobile,processing,1,success,,false
EVT-000297,W2-0077,2026-W24,2026-06-08T08:17:00Z,partner,processing,1,success,,false
EVT-000298,W2-0078,2026-W24,2026-06-09T08:18:00Z,web,processing,1,success,,false
EVT-000299,W2-0079,2026-W24,2026-06-10T08:19:00Z,mobile,processing,1,success,,false
EVT-000300,W2-0080,2026-W24,2026-06-11T08:20:00Z,partner,processing,1,success,,false
EVT-000301,W2-0081,2026-W24,2026-06-12T08:21:00Z,web,processing,1,success,,false
EVT-000302,W2-0082,2026-W24,2026-06-13T08:22:00Z,mobile,processing,1,success,,false
EVT-000303,W2-0083,2026-W24,2026-06-14T08:23:00Z,partner,processing,1,success,,false
EVT-000304,W2-0084,2026-W24,2026-06-08T08:24:00Z,web,processing,1,success,,false
EVT-000305,W2-0085,2026-W24,2026-06-09T08:25:00Z,mobile,processing,1,success,,false
EVT-000306,W2-0086,2026-W24,2026-06-10T08:26:00Z,partner,processing,1,success,,false
EVT-000307,W2-0087,2026-W24,2026-06-11T08:27:00Z,web,processing,1,success,,false
EVT-000308,W2-0088,2026-W24,2026-06-12T08:28:00Z,mobile,processing,1,success,,false
EVT-000309,W2-0089,2026-W24,2026-06-13T08:29:00Z,partner,processing,1,success,,false
EVT-000310,W2-0090,2026-W24,2026-06-14T08:30:00Z,web,processing,1,success,,false
EVT-000311,W2-0091,2026-W24,2026-06-08T08:31:00Z,mobile,processing,1,success,,false
EVT-000312,W2-0092,2026-W24,2026-06-09T08:32:00Z,partner,processing,1,success,,false
EVT-000313,W2-0093,2026-W24,2026-06-10T08:33:00Z,web,processing,1,success,,false
EVT-000314,W2-0094,2026-W24,2026-06-11T08:34:00Z,mobile,processing,1,success,,false
EVT-000315,W2-0095,2026-W24,2026-06-12T08:35:00Z,partner,processing,1,success,,false
EVT-000316,W2-0096,2026-W24,2026-06-13T08:36:00Z,web,processing,1,success,,false
EVT-000317,W2-0097,2026-W24,2026-06-14T08:37:00Z,mobile,processing,1,success,,false
EVT-000318,W2-0098,2026-W24,2026-06-08T08:38:00Z,partner,processing,1,success,,false
EVT-000319,W2-0099,2026-W24,2026-06-09T08:39:00Z,web,processing,1,success,,false
EVT-000320,W2-0100,2026-W24,2026-06-10T08:40:00Z,mobile,processing,1,success,,false
EVT-000321,W2-0101,2026-W24,2026-06-11T08:41:00Z,partner,processing,1,success,,false
EVT-000322,W2-0102,2026-W24,2026-06-12T08:42:00Z,web,processing,1,success,,false
EVT-000323,W2-0103,2026-W24,2026-06-13T08:43:00Z,mobile,processing,1,success,,false
EVT-000324,W2-0104,2026-W24,2026-06-14T08:44:00Z,partner,processing,1,success,,false
EVT-000325,W2-0105,2026-W24,2026-06-08T08:45:00Z,web,processing,1,success,,false
EVT-000326,W2-0106,2026-W24,2026-06-09T08:46:00Z,mobile,processing,1,success,,false
EVT-000327,W2-0107,2026-W24,2026-06-10T08:47:00Z,partner,processing,1,success,,false
EVT-000328,W2-0108,2026-W24,2026-06-11T08:48:00Z,web,processing,1,success,,false
EVT-000329,W2-0109,2026-W24,2026-06-12T08:49:00Z,mobile,processing,1,success,,false
EVT-000330,W2-0110,2026-W24,2026-06-13T08:50:00Z,partner,processing,1,success,,false
EVT-000331,W2-0111,2026-W24,2026-06-14T08:51:00Z,web,processing,1,success,,false
EVT-000332,W2-0112,2026-W24,2026-06-08T08:52:00Z,mobile,processing,1,success,,false
EVT-000333,W2-0113,2026-W24,2026-06-09T08:53:00Z,partner,processing,1,success,,false
EVT-000334,W2-0114,2026-W24,2026-06-10T08:54:00Z,web,processing,1,success,,false
EVT-000335,W2-0115,2026-W24,2026-06-11T08:55:00Z,mobile,processing,1,success,,false
EVT-000336,W2-0116,2026-W24,2026-06-12T08:56:00Z,partner,processing,1,success,,false
EVT-000337,W2-0117,2026-W24,2026-06-13T08:57:00Z,web,processing,1,success,,false
EVT-000338,W2-0118,2026-W24,2026-06-14T08:58:00Z,mobile,processing,1,success,,false
EVT-000339,W2-0119,2026-W24,2026-06-08T08:59:00Z,partner,processing,1,success,,false
EVT-000340,W2-0120,2026-W24,2026-06-09T08:00:00Z,web,processing,1,success,,false
EVT-000341,W2-0121,2026-W24,2026-06-10T08:01:00Z,mobile,processing,1,success,,false
EVT-000342,W2-0122,2026-W24,2026-06-11T08:02:00Z,partner,processing,1,success,,false
EVT-000343,W2-0123,2026-W24,2026-06-12T08:03:00Z,web,processing,1,success,,false
EVT-000344,W2-0124,2026-W24,2026-06-13T08:04:00Z,mobile,processing,1,success,,false
EVT-000345,W2-0125,2026-W24,2026-06-14T08:05:00Z,partner,processing,1,success,,false
EVT-000346,W2-0126,2026-W24,2026-06-08T08:06:00Z,web,processing,1,success,,false
EVT-000347,W2-0127,2026-W24,2026-06-09T08:07:00Z,mobile,processing,1,success,,false
EVT-000348,W2-0128,2026-W24,2026-06-10T08:08:00Z,partner,processing,1,success,,false
EVT-000349,W2-0129,2026-W24,2026-06-11T08:09:00Z,web,processing,1,success,,false
EVT-000350,W2-0130,2026-W24,2026-06-12T08:10:00Z,mobile,processing,1,success,,false
EVT-000351,W2-0131,2026-W24,2026-06-13T08:11:00Z,partner,processing,1,success,,false
EVT-000352,W2-0132,2026-W24,2026-06-14T08:12:00Z,web,processing,1,success,,false
EVT-000353,W2-0133,2026-W24,2026-06-08T08:13:00Z,mobile,processing,1,success,,false
EVT-000354,W2-0134,2026-W24,2026-06-09T08:14:00Z,partner,processing,1,success,,false
EVT-000355,W2-0135,2026-W24,2026-06-10T08:15:00Z,web,processing,1,success,,false
EVT-000356,W2-0136,2026-W24,2026-06-11T08:16:00Z,mobile,processing,1,success,,false
EVT-000357,W2-0137,2026-W24,2026-06-12T08:17:00Z,partner,processing,1,success,,false
EVT-000358,W2-0138,2026-W24,2026-06-13T08:18:00Z,web,processing,1,success,,false
EVT-000359,W2-0139,2026-W24,2026-06-14T08:19:00Z,mobile,processing,1,success,,false
EVT-000360,W2-0140,2026-W24,2026-06-08T08:20:00Z,partner,processing,1,success,,false
EVT-000361,W2-0141,2026-W24,2026-06-09T08:21:00Z,web,processing,1,success,,false
EVT-000362,W2-0142,2026-W24,2026-06-10T08:22:00Z,mobile,processing,1,success,,false
EVT-000363,W2-0143,2026-W24,2026-06-11T08:23:00Z,partner,processing,1,success,,false
EVT-000364,W2-0144,2026-W24,2026-06-12T08:24:00Z,web,processing,1,success,,false
EVT-000365,W2-0145,2026-W24,2026-06-13T08:25:00Z,mobile,processing,1,success,,false
EVT-000366,W2-0146,2026-W24,2026-06-14T08:26:00Z,partner,processing,1,success,,false
EVT-000367,W2-0147,2026-W24,2026-06-08T08:27:00Z,web,processing,1,success,,false
EVT-000368,W2-0148,2026-W24,2026-06-09T08:28:00Z,mobile,processing,1,success,,false
EVT-000369,W2-0149,2026-W24,2026-06-10T08:29:00Z,partner,processing,1,success,,false
EVT-000370,W2-0150,2026-W24,2026-06-11T08:30:00Z,web,processing,1,success,,false
EVT-000371,W2-0151,2026-W24,2026-06-12T08:31:00Z,mobile,processing,1,success,,false
EVT-000372,W2-0152,2026-W24,2026-06-13T08:32:00Z,partner,processing,1,success,,false
EVT-000373,W2-0153,2026-W24,2026-06-14T08:33:00Z,web,processing,1,success,,false
EVT-000374,W2-0154,2026-W24,2026-06-08T08:34:00Z,mobile,processing,1,success,,false
EVT-000375,W2-0155,2026-W24,2026-06-09T08:35:00Z,partner,processing,1,success,,false
EVT-000376,W2-0156,2026-W24,2026-06-10T08:36:00Z,web,processing,1,success,,false
EVT-000377,W2-0157,2026-W24,2026-06-11T08:37:00Z,mobile,processing,1,success,,false
EVT-000378,W2-0158,2026-W24,2026-06-12T08:38:00Z,partner,processing,1,success,,false
EVT-000379,W2-0159,2026-W24,2026-06-13T08:39:00Z,web,processing,1,success,,false
EVT-000380,W2-0160,2026-W24,2026-06-14T08:40:00Z,mobile,processing,1,success,,false
EVT-000381,W2-0161,2026-W24,2026-06-08T08:41:00Z,partner,processing,1,success,,false
EVT-000382,W2-0162,2026-W24,2026-06-09T08:42:00Z,web,processing,1,success,,false
EVT-000383,W2-0163,2026-W24,2026-06-10T08:43:00Z,mobile,processing,1,success,,false
EVT-000384,W2-0164,2026-W24,2026-06-11T08:44:00Z,partner,processing,1,success,,false
EVT-000385,W2-0165,2026-W24,2026-06-12T08:45:00Z,web,processing,1,success,,false
EVT-000386,W2-0166,2026-W24,2026-06-13T08:46:00Z,mobile,processing,1,success,,false
EVT-000387,W2-0167,2026-W24,2026-06-14T08:47:00Z,partner,processing,1,success,,false
EVT-000388,W2-0168,2026-W24,2026-06-08T08:48:00Z,web,processing,1,success,,false
EVT-000389,W2-0169,2026-W24,2026-06-09T08:49:00Z,mobile,processing,1,success,,false
EVT-000390,W2-0170,2026-W24,2026-06-10T08:50:00Z,partner,processing,1,success,,false
EVT-000391,W2-0171,2026-W24,2026-06-11T08:51:00Z,web,processing,1,success,,false
EVT-000392,W2-0172,2026-W24,2026-06-12T08:52:00Z,mobile,processing,1,success,,false
EVT-000393,W2-0173,2026-W24,2026-06-13T08:53:00Z,partner,processing,1,success,,false
EVT-000394,W2-0174,2026-W24,2026-06-14T08:54:00Z,web,processing,1,success,,false
EVT-000395,W2-0175,2026-W24,2026-06-08T08:55:00Z,mobile,processing,1,success,,false
EVT-000396,W2-0176,2026-W24,2026-06-09T08:56:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000396,W2-0176,2026-W24,2026-06-09T08:56:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000397,W2-0176,2026-W24,2026-06-09T09:56:00Z,partner,processing,2,success,,false
EVT-000398,W2-0177,2026-W24,2026-06-10T08:57:00Z,web,processing,1,failure,transient_timeout,false
EVT-000399,W2-0177,2026-W24,2026-06-10T09:57:00Z,web,processing,2,success,,false
EVT-000400,W2-0178,2026-W24,2026-06-11T08:58:00Z,mobile,processing,1,failure,transient_timeout,false
EVT-000401,W2-0178,2026-W24,2026-06-11T09:58:00Z,mobile,processing,2,success,,false
EVT-000402,W2-0179,2026-W24,2026-06-12T08:59:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000402,W2-0179,2026-W24,2026-06-12T08:59:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000403,W2-0179,2026-W24,2026-06-12T09:59:00Z,partner,processing,2,success,,false
EVT-000404,W2-0180,2026-W24,2026-06-13T08:00:00Z,web,processing,1,failure,transient_timeout,false
EVT-000405,W2-0180,2026-W24,2026-06-13T09:00:00Z,web,processing,2,success,,false
EVT-000406,W2-0181,2026-W24,2026-06-14T08:01:00Z,mobile,processing,1,failure,transient_timeout,false
EVT-000407,W2-0181,2026-W24,2026-06-14T09:01:00Z,mobile,processing,2,success,,false
EVT-000408,W2-0182,2026-W24,2026-06-08T08:02:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000408,W2-0182,2026-W24,2026-06-08T08:02:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000409,W2-0182,2026-W24,2026-06-08T09:02:00Z,partner,processing,2,success,,false
EVT-000410,W2-0183,2026-W24,2026-06-09T08:03:00Z,web,processing,1,failure,transient_timeout,false
EVT-000411,W2-0183,2026-W24,2026-06-09T09:03:00Z,web,processing,2,success,,false
EVT-000412,W2-0184,2026-W24,2026-06-10T08:04:00Z,mobile,processing,1,failure,transient_timeout,false
EVT-000413,W2-0184,2026-W24,2026-06-10T09:04:00Z,mobile,processing,2,success,,false
EVT-000414,W2-0185,2026-W24,2026-06-11T08:05:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000414,W2-0185,2026-W24,2026-06-11T08:05:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000415,W2-0185,2026-W24,2026-06-11T09:05:00Z,partner,processing,2,success,,false
EVT-000416,W2-0186,2026-W24,2026-06-12T08:06:00Z,web,processing,1,failure,transient_timeout,false
EVT-000417,W2-0186,2026-W24,2026-06-12T09:06:00Z,web,processing,2,success,,false
EVT-000418,W2-0187,2026-W24,2026-06-13T08:07:00Z,mobile,processing,1,failure,transient_timeout,false
EVT-000419,W2-0187,2026-W24,2026-06-13T09:07:00Z,mobile,processing,2,success,,false
EVT-000420,W2-0188,2026-W24,2026-06-14T08:08:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000420,W2-0188,2026-W24,2026-06-14T08:08:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000421,W2-0188,2026-W24,2026-06-14T09:08:00Z,partner,processing,2,success,,false
EVT-000422,W2-0189,2026-W24,2026-06-08T08:09:00Z,web,processing,1,failure,transient_timeout,false
EVT-000423,W2-0189,2026-W24,2026-06-08T09:09:00Z,web,processing,2,success,,false
EVT-000424,W2-0190,2026-W24,2026-06-09T08:10:00Z,mobile,processing,1,failure,transient_timeout,false
EVT-000425,W2-0190,2026-W24,2026-06-09T09:10:00Z,mobile,processing,2,success,,false
EVT-000426,W2-0191,2026-W24,2026-06-10T08:11:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000426,W2-0191,2026-W24,2026-06-10T08:11:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000427,W2-0191,2026-W24,2026-06-10T09:11:00Z,partner,processing,2,success,,false
EVT-000428,W2-0192,2026-W24,2026-06-11T08:12:00Z,web,processing,1,failure,transient_timeout,false
EVT-000429,W2-0192,2026-W24,2026-06-11T09:12:00Z,web,processing,2,success,,false
EVT-000430,W2-0193,2026-W24,2026-06-12T08:13:00Z,mobile,processing,1,failure,transient_timeout,false
EVT-000431,W2-0193,2026-W24,2026-06-12T09:13:00Z,mobile,processing,2,success,,false
EVT-000432,W2-0194,2026-W24,2026-06-13T08:14:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000432,W2-0194,2026-W24,2026-06-13T08:14:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000433,W2-0194,2026-W24,2026-06-13T09:14:00Z,partner,processing,2,success,,false
EVT-000434,W2-0195,2026-W24,2026-06-14T08:15:00Z,web,processing,1,failure,transient_timeout,false
EVT-000435,W2-0195,2026-W24,2026-06-14T09:15:00Z,web,processing,2,success,,false
EVT-000436,W2-0196,2026-W24,2026-06-08T08:16:00Z,mobile,processing,1,failure,transient_timeout,false
EVT-000437,W2-0196,2026-W24,2026-06-08T09:16:00Z,mobile,processing,2,failure,upstream_unavailable,true
EVT-000438,W2-0197,2026-W24,2026-06-09T08:17:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000438,W2-0197,2026-W24,2026-06-09T08:17:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000439,W2-0197,2026-W24,2026-06-09T09:17:00Z,partner,processing,2,failure,upstream_unavailable,true
EVT-000440,W2-0198,2026-W24,2026-06-10T08:18:00Z,web,processing,1,failure,transient_timeout,false
EVT-000441,W2-0198,2026-W24,2026-06-10T09:18:00Z,web,processing,2,failure,upstream_unavailable,true
EVT-000442,W2-0199,2026-W24,2026-06-11T08:19:00Z,mobile,processing,1,failure,transient_timeout,false
EVT-000443,W2-0199,2026-W24,2026-06-11T09:19:00Z,mobile,processing,2,failure,upstream_unavailable,true
EVT-000444,W2-0200,2026-W24,2026-06-12T08:20:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000444,W2-0200,2026-W24,2026-06-12T08:20:00Z,partner,processing,1,failure,partner_timeout,false
EVT-000445,W2-0200,2026-W24,2026-06-12T09:20:00Z,partner,processing,2,failure,upstream_unavailable,true
